Part,Section,Parser ID,Node ID,Question text,Data type,Checkboxes,Dropdown list,Condition,Review hints,Repetition group,Property name,Notes
B,23 - Financial Record,b-23-16ee36-0,1706,What actions have you taken to become current on these alimony payments?,text,None,,Affirmative Answer for Past Due Alimony Payments. Currently Past Due.,,,,
B,23 - Financial Record,b-23-1f1b89-0,1710,Please explain.,text,,,Affirmative Answer for Past Due Alimony Payments. Currently Past Due.,,,,
B,23 - Financial Record,b-23-d121fb-0,1713,What is the name of the court involved? (Do not use acronyms or abbreviations.),text,,,Affirmative Answer for Past Due Alimony Payments. Currently Past Due.,,,,
B,23 - Financial Record,b-23-1b9bb3-0,1716,"Street (include Apt #, Unit #, or Suite #, if applicable)",text,,,Affirmative Answer for Past Due Alimony Payments. Currently Past Due.,,,,
B,23 - Financial Record,b-23-1afa8a-0,1718,City,text,,,Affirmative Answer for Past Due Alimony Payments. Currently Past Due.,,,,
B,23 - Financial Record,b-23-a5f5d3-0,1720,State or Territory,dropdown,,STATE_OR_TERRITORY,Affirmative Answer for Past Due Alimony Payments. Currently Past Due.,,,,
B,23 - Financial Record,b-23-14a24f-0,1722,ZIP Code,text,,,Affirmative Answer for Past Due Alimony Payments. Currently Past Due.,,,,
B,23 - Financial Record,b-23-171871-0,1724,What is the court docket or order number for these alimony payments?,text,I Don't Know,,Affirmative Answer for Past Due Alimony Payments. Currently Past Due.,,,,
B,23 - Financial Record,b-23-11fb72-0,1727,Do you have another instance where you are or were over 120 days past due on alimony payments in the past five years?,boolean,,,Affirmative Answer for Past Due Alimony Payments. Currently Past Due.,,,,
B,23 - Financial Record,b-23-4faaa4-0,1731,In the past five years have you been over 120 days past due on any child support payments?,boolean,,,Affirmative Answer for Past Due Alimony Payments. Currently Past Due.,,,,
B,23 - Financial Record,b-23-17665e-0,1736,Last Name,text,Letter(s) Only,,Affirmative Answer for Overdue Child Support.,,,,
B,23 - Financial Record,b-23-38ce44-0,1739,First Name,text,Letter(s) Only,,Affirmative Answer for Overdue Child Support.,,,,
B,23 - Financial Record,b-23-1e7ffc-0,1742,Middle Name,text,Letter(s) Only|No Middle Name,,Affirmative Answer for Overdue Child Support.,,,,
B,23 - Financial Record,b-23-1ed311-0,1746,Suffix,dropdown,None,SUFFIX,Affirmative Answer for Overdue Child Support.,,,,
B,23 - Financial Record,b-23-6d04ae-0,1749,How much are or were you required to pay in child support monthly (in U.S. dollars)?,text,,,Affirmative Answer for Overdue Child Support.,,,,
B,23 - Financial Record,b-23-5baf73-0,1751,How much are or were you past due (in U.S. dollars)?,text,Estimated,,Affirmative Answer for Overdue Child Support.,,,,
B,23 - Financial Record,b-23-afb8a5-0,1754,Why are or were you past due?,text,,,Affirmative Answer for Overdue Child Support.,,,,
B,23 - Financial Record,b-23-bd36ca-0,1756,When did you become past due?,month,Estimated,,Affirmative Answer for Overdue Child Support.,,,,
B,23 - Financial Record,b-23-67db44-0,1759,Are you currently over 120 days past due?,boolean,,,Affirmative Answer for Overdue Child Support.,,,,
B,23 - Financial Record,b-23-35a586-0,1763,When did you become current on your child support payments?,month,Estimated,,Affirmative Answer for Overdue Child Support. No Longer Overdue.,,,,
B,23 - Financial Record,b-23-ebe709-0,1767,What actions have you taken to become current on these child support payments?,text,None,,Affirmative Answer for Overdue Child Support. Currently Overdue.,,,,
B,23 - Financial Record,b-23-946cac-0,1771,Please explain.,text,,,Affirmative Answer for Overdue Child Support. Currently Overdue but No Action Taken.,,,,
B,23 - Financial Record,b-23-cbacfc-0,1774,What is the name of the court involved? (Do not use acronyms or abbreviations.),text,,,Affirmative Answer for Overdue Child Support. Court Details Questions.,,,,
B,23 - Financial Record,b-23-1352bf-0,1777,"Street (include Apt #, Unit #, or Suite #, if applicable)",text,,,Affirmative Answer for Overdue Child Support. Court Details Questions.,,,,
B,23 - Financial Record,b-23-182788-0,1779,City,text,,,Affirmative Answer for Overdue Child Support. Court Details Questions.,,,,
B,23 - Financial Record,b-23-1e5da0-0,1781,State or Territory,dropdown,,STATE_OR_TERRITORY,Affirmative Answer for Overdue Child Support. Court Details Questions.,,,,
B,23 - Financial Record,b-23-1f74e2-0,1783,ZIP Code,text,,,Affirmative Answer for Overdue Child Support. Court Details Questions.,,,,
B,23 - Financial Record,b-23-102837-0,1785,What is the court docket or order number for these child support payments?,text,I Don't Know,,Affirmative Answer for Overdue Child Support. Court Details Questions.,,,,
B,23 - Financial Record,b-23-15dbfa-0,1788,Do you have another instance where you are or were over 120 days past due on child support payments in the past five years?,boolean,,,Affirmative Answer for Overdue Child Support. Court Details Questions.,,,,
B,23 - Financial Record,b-23-1d42ba-0,1792,"In the past five years, have you had a civil judgment entered against you? (This applies whether you are the sole debtor, a cosigner, or guarantor for the debt. A guarantor is an individual who is able and willing to take financial responsibility if the debtor or cosigner defaults on their financial obligation.)",boolean,,,Affirmative Answer for Overdue Child Support. Court Details Questions.,,,,
B,23 - Financial Record,b-23-f353b7-0,1797,How much was the judgment for (in U.S. dollars)?,text,Estimated,,for Affirmative Answer for Civil Judgement in Past Five Years. Details,,,,
B,23 - Financial Record,b-23-1f20de-0,1800,Why was this judgment entered against you?,text,,,for Affirmative Answer for Civil Judgement in Past Five Years. Details,,,,
B,23 - Financial Record,b-23-26865b-0,1802,When was this judgment entered against you?,month,Estimated,,for Affirmative Answer for Civil Judgement in Past Five Years. Details,,,,
B,23 - Financial Record,b-23-1ec466-0,1805,Did you pay this judgment in full?,boolean,,,for Affirmative Answer for Civil Judgement in Past Five Years. Details,,,,
B,23 - Financial Record,b-23-e48295-0,1809,When did you pay this judgment in full?,month,Estimated,,for Affirmative Answer for Civil Judgement in Past Five Years. Paid in Full.,,,,
B,23 - Financial Record,b-23-ceba0d-0,1813,What actions have you taken to pay this judgment in full?,text,None,,for Affirmative Answer for Civil Judgement. Not Paid in Full.,,,,
B,23 - Financial Record,b-23-19f705-0,1817,Please explain.,text,,,for Affirmative Answer for Civil Judgement. Not Paid in Full and No Action Taken.,,,,
B,23 - Financial Record,b-23-19007c-0,1820,What is the name of the court involved? (Do not use acronyms or abbreviations.),text,,,for Affirmative Answer for Civil Judgement. Court Details.,,,,
B,23 - Financial Record,b-23-1ab87f-0,1823,"Street (include Apt #, Unit #, or Suite #, if applicable)",text,,,for Affirmative Answer for Civil Judgement. Court Details.,,,,
B,23 - Financial Record,b-23-4ef411-0,1825,City,text,,,for Affirmative Answer for Civil Judgement. Court Details.,,,,
B,23 - Financial Record,b-23-74b63c-0,1827,State or Territory,dropdown,,STATE_OR_TERRITORY,for Affirmative Answer for Civil Judgement. Court Details.,,,,
B,23 - Financial Record,b-23-8f57c2-0,1829,ZIP Code,text,,,for Affirmative Answer for Civil Judgement. Court Details.,,,,
B,23 - Financial Record,b-23-12e05c-0,1831,What is the court docket or order number for this civil judgment?,text,I Don't Know,,for Affirmative Answer for Civil Judgement. Court Details.,,,,
B,23 - Financial Record,b-23-8dddcd-0,1834,Who are the parties (besides yourself) listed in this civil judgment?,text,,,for Affirmative Answer for Civil Judgement. Court Details.,,,,
B,23 - Financial Record,b-23-1d4d91-0,1836,"Do you have another instance where a civil judgment was entered against you in the past five years? (This applies whether you are the sole debtor, a cosigner, or guarantor for the debt. A guarantor is an individual who is able and willing to take financial responsibility if the debtor or cosigner defaults on their financial obligation.)",boolean,,,for Affirmative Answer for Civil Judgement. Court Details.,,,,
B,23 - Financial Record,b-23-a2c68d-0,1840,"In the past five years, have you had a lien placed against your property for failing to pay a debt? (This applies whether you are the sole debtor, a cosigner, or guarantor for the debt. A guarantor is an individual who is able and willing to take financial responsibility if the debtor or cosigner defaults on their financial obligation.)",boolean,,,for Affirmative Answer for Civil Judgement. Court Details.,,,,
B,23 - Financial Record,b-23-1f7615-0,1845,What type of entity placed this lien against your property?,dropdown,,EVICTING_ENTITY,Affirmative Answer for Lien in Past Five Years. Entity Placing Lien.,,,,
B,23 - Financial Record,b-23-fb4e50-0,1848,"What is the name of the company, government agency, or other entity that placed the lien against your property? (Do not use acronyms or abbreviations.)",text,,,Affirmative Answer for Lien in Past Five Years. Lienholder is Government or Other Entity.,,,,
B,23 - Financial Record,b-23-89de8c-0,1852,Last Name,text,Letter(s) Only,,Affirmative Answer for Lien in Past Five Years. Private Lienholder. Additional Information.,,,,
B,23 - Financial Record,b-23-11d90b-0,1855,First Name,text,Letter(s) Only,,Affirmative Answer for Lien in Past Five Years. Private Lienholder. Additional Information.,,,,
B,23 - Financial Record,b-23-1b9a42-0,1858,Middle Name,text,Letter(s) Only|No Middle Name,,Affirmative Answer for Lien in Past Five Years. Private Lienholder. Additional Information.,,,,
B,23 - Financial Record,b-23-161341-0,1862,Suffix,dropdown,None,SUFFIX,Affirmative Answer for Lien in Past Five Years. Private Lienholder. Additional Information.,,,,
B,23 - Financial Record,b-23-630ee0-0,1866,Please explain.,text,,,Affirmative Answer for Lien in Past Five Years. Lienholder Selection of “Other” in Dropdown Menu. Explanation.,,,,
B,23 - Financial Record,b-23-1aa0ff-0,1869,What type of property was this lien placed against?,dropdown,,LIEN_PROPERTY,Affirmative Answer for Lien in Past Five Years. Property Type.,,,,
B,23 - Financial Record,b-23-1dc5ca-0,1872,Please explain.,text,,,Affirmative Answer for Lien in Past Five Years. Property Type Selection of “Other” in Dropdown Menu.,,,,
B,23 - Financial Record,b-23-1e6731-0,1875,Why was this lien placed against your property?,dropdown,,LIEN_REASON,Affirmative Answer for Lien in Past Five Years. Reason for Lien.,,,,
B,23 - Financial Record,b-23-15af94-0,1878,Please explain.,text,,,Affirmative Answer for Lien in Past Five Years. Reason for Lien Selection of “Other” in Dropdown Menu.,,,,
B,23 - Financial Record,b-23-154033-0,1881,How much money do you or did you owe the lienholder (in U.S. dollars)?,text,,,Affirmative Answer for Lien in Past Five Years. Additional Details,,,,
B,23 - Financial Record,b-23-f8752d-0,1884,When was this lien placed against you?,month,Estimated,,Affirmative Answer for Lien in Past Five Years. Additional Details,,,,
B,23 - Financial Record,b-23-8c0b03-0,1887,Is this lien still placed against your property?,boolean,,,Affirmative Answer for Lien in Past Five Years. Additional Details,,,,
B,23 - Financial Record,b-23-1c92c0-0,1891,When was this lien resolved?,month,Estimated,,Affirmative Answer for Lien in Past Five Years. Lien Released.,,,,
B,23 - Financial Record,b-23-1f3590-0,1895,What actions have you taken to resolve this lien?,text,None,,Affirmative Answer for Lien in Past Five Years. Lien Still in Place. Actions Taken.,,,,
B,23 - Financial Record,b-23-1738d1-0,1899,Please explain.,text,,,Affirmative Answer for Lien in Past Five Years. Lien Still in Place. No Action Taken. Explanation.,,,,
B,23 - Financial Record,b-23-1da5d8-0,1902,What is the name of the government office where the lien is recorded? (Do not use acronyms or abbreviations.),text,,,Affirmative Answer for Lien in Past Five Years. Court Details Question.,,,,
B,23 - Financial Record,b-23-1a55f8-0,1906,"Street (include Apt #, Unit #, or Suite #, if applicable)",text,,,Affirmative Answer for Lien in Past Five Years. Court Address.,,,,
B,23 - Financial Record,b-23-f5d793-0,1908,City,text,,,Affirmative Answer for Lien in Past Five Years. Court Address.,,,,
B,23 - Financial Record,b-23-173731-0,1910,State or Territory,dropdown,,STATE_OR_TERRITORY,Affirmative Answer for Lien in Past Five Years. Court Address.,,,,
B,23 - Financial Record,b-23-ee718e-0,1912,ZIP Code,text,,,Affirmative Answer for Lien in Past Five Years. Court Address.,,,,
B,23 - Financial Record,b-23-150d33-0,1915,What is the case or document number associated with this lien?,text,I Don't Know,,Affirmative Answer for Lien in Past Five Years. Court Details Additional Question.,,,,
B,23 - Financial Record,b-23-12eb65-0,1918,"Do you have another instance where a lien was placed against your property for failing to pay a debt in the past five years? (This applies whether you are the sole debtor, a cosigner, or guarantor for the debt. A guarantor is an individual who is able and willing to take financial responsibility if the debtor or cosigner defaults on their financial obligation.)",boolean,,,Affirmative Answer for Lien in Past Five Years. Court Details Additional Question.,,,,
B,23 - Financial Record,b-23-13931e-0,1922,"In the past five years, have you had any property foreclosed on? (This applies whether you are the sole debtor, a cosigner, or guarantor for the debt. A guarantor is an individual who is able and willing to take financial responsibility if the debtor or cosigner defaults on their financial obligation.)",boolean,,,Affirmative Answer for Lien in Past Five Years. Court Details Additional Question.,,,,
B,23 - Financial Record,b-23-26eb6e-0,1927,Did a public or government entity or a private party foreclose on your property?,dropdown,,EVICTING_ENTITY,for Affirmative Answer for Property Foreclosure in Past Five Years. Entity Type.,,,,
B,23 - Financial Record,b-23-198642-0,1930,"What is the name of the lender that foreclosed on your property? (Examples of commercial lenders include banks and credit unions whereas examples of government lenders include Fannie Mae, Freddie Mac, or the Veteran's Administration (VA). Do not use acronyms or abbreviations.)",text,,,Affirmative Answer for Foreclosure in the Past Five Years. If Foreclosure Entity Public or Government.,,,,
B,23 - Financial Record,b-23-1d1d3b-0,1934,Last Name,text,Letter(s) Only,,Affirmative Answer for Foreclosure in the Past Five Years. If Foreclosure Entity is Private,,,,
B,23 - Financial Record,b-23-5cc56a-0,1937,First Name,text,Letter(s) Only,,Affirmative Answer for Foreclosure in the Past Five Years. If Foreclosure Entity is Private,,,,
